No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
11841|WISEA J113858.08-043156.4|174.74202 |  -4.53234 |G| 21217| 0.070772 |SUN |17.43|  0.000|3|0|32|7|4|2|0
11842|WISEA J113858.50-041757.3|174.74378 |  -4.29928 |G| 16768| 0.055933 |SUN |17.58|  0.000|3|0|28|7|5|2|0
11843|WISEA J113858.58+051026.8|174.74412 |   5.17413 |G| 29784| 0.099348 |SLS |17.7g|  0.000|19|0|62|7|6|10|0
11844|WISEA J113858.92-000510.0|174.74556 |  -0.08611 |G|  5996| 0.020000 |PSE |19.1g|  0.000|4|0|34|5|1|4|0
11845|WISEA J113859.21-041912.7|174.74672 |  -4.32021 |G| 16399| 0.054700 |SUN |19.40|  0.000|2|0|18|5|2|0|0
11846|WISEA J113859.43-035548.8|174.74766 |  -3.93024 |G| 21585| 0.072000 |SUN |19.52|  0.000|1|0|21|5|1|0|0
11847|LCRS B113626.2-031055|174.74838 |  -3.45855 |G| 25259| 0.084254 |SLS |17.8g|  0.000|17|0|67|12|4|8|1
11848|WISEA J113859.80+092627.9|174.74920 |   9.44111 |G| 15022| 0.050107 |SLS |18.1g|  0.000|12|0|53|5|2|8|0
11849|WISEA J113859.87-042340.2|174.74948 |  -4.39451 |G| 27003| 0.090071 |SUN |17.42|  0.000|2|0|32|7|4|2|0
11850|SDSS J113900.41+004042.5|174.75171 |   0.67849 |G| 12561| 0.041900 |SUN |19.5g|  0.000|3|0|23|5|2|4|0
11851|WISEA J113900.49-020139.8|174.75205 |  -2.02775 |G|  1455| 0.004854 |SLS |19.8g|  0.000|16|1|73|9|7|8|1
11852|WISEA J113900.42-092721.4|174.75212 |  -9.45572 |G| 27248| 0.090891 |PUN |     |  0.000|2|0|39|5|1|2|0
11853|2dFGRS N173Z313|174.75254 |  -3.17961 |!*|   359| 0.001196 |SUN |18.46|  0.000|0|0|1|2|2|0|2
11854|WISEA J113900.84-003043.3|174.75353 |  -0.51204 |G| 18189| 0.060672 |SLS |18.2g|  0.000|14|0|56|11|8|8|0
11855|LCRS B113627.5-023542|174.75425 |  -2.87162 |G| 28283| 0.094341 |SLS |18.5g|  0.000|10|0|55|8|4|8|0
11856|WISEA J113901.07+070844.6|174.75450 |   7.14575 |G| 26633| 0.088837 |SLS |17.7g|  0.000|13|0|56|6|3|8|0
11857|WISEA J113901.13+004802.4|174.75460 |   0.80065 |G| 29739| 0.099200 |SUN |19.1g|  0.000|3|0|32|5|1|4|0
11858|WISEA J113901.17+012012.1|174.75489 |   1.33672 |G|  1587| 0.005294 |SLS |16.9g|  0.000|24|0|51|17|12|8|0
11859|SDSS J113901.26-020402.0|174.75525 |  -2.06723 |G|  2638| 0.008800 |UUN?|21.8r|  0.000|1|0|0|1|1|0|0
11860|WISEA J113901.67+073323.4|174.75700 |   7.55651 |G| 25481| 0.084994 |SLS |18.7g|  0.000|9|0|57|6|2|8|0
11861|WISEA J113901.74+042339.2|174.75726 |   4.39424 |G| 22370| 0.074618 |SLS |18.1g|  0.000|14|0|54|5|2|8|0
11862|WISEA J113901.97-010630.5|174.75822 |  -1.10849 |G| 23815| 0.079439 |SLS |18.3g|  0.000|15|0|59|10|7|8|0
11863|WISEA J113901.98-041721.9|174.75827 |  -4.28944 |G| 13910| 0.046400 |SUN |19.50|  0.000|1|0|18|4|1|0|0
11864|WISEA J113902.80+043559.1|174.76170 |   4.59975 |G| 22314| 0.074433 |SLS |18.2g|  0.000|10|0|34|5|2|4|0
11865|WISEA J113902.93+075749.3|174.76222 |   7.96372 |G| 25247| 0.084216 |SLS |17.4g|  0.000|17|0|62|6|5|10|0
11866|WISEA J113902.95+035534.2|174.76230 |   3.92618 |G| 28288| 0.094359 |SLS |17.8g|  0.000|13|0|36|5|3|4|0
11867|WISEA J113903.09-012211.0|174.76289 |  -1.36974 |G| 23181| 0.077325 |SLS |18.2g|  0.000|15|0|63|8|5|10|0
11868|WISEA J113903.33-092204.0|174.76388 |  -9.36779 |G| 10949| 0.036522 |PUN |     |  0.000|2|0|27|4|1|2|0
11869|IC 0716|174.76393 |  -0.20610 |G|  5414| 0.018058 |SLS |14.6g|  0.000|99|0|99|26|30|14|0
11870|WISEA J113903.73-041902.4|174.76558 |  -4.31734 |G| 16859| 0.056236 |SLS |15.92|  0.000|22|0|28|9|9|2|0
11871|WISEA J113903.87-092429.0|174.76616 |  -9.40807 |IrS| 15148| 0.050527 |SSN |     |  0.000|0|0|12|1|1|0|0
11872|WISEA J113903.87-073421.7|174.76616 |  -7.57270 |G| 24805| 0.082740 |PUN |17.70|  0.000|2|0|28|5|1|2|0
11873|LCRS B113630.6-033123|174.76656 |  -3.79976 |G| 18617| 0.062100 |SUN |17.50|  0.000|2|0|29|8|2|0|0
11874|WISEA J113904.81+075023.5|174.77006 |   7.83989 |G| 24682| 0.082330 |SLS |18.0g|  0.000|10|0|51|5|3|8|0
11875|WISEA J113904.82+055038.7|174.77010 |   5.84408 |G| 26807| 0.089420 |SLS |16.8g|  0.000|21|0|62|6|5|10|0
11876|WISEA J113905.08+000338.9|174.77120 |   0.06083 |G| 22874| 0.076300 |SUN |19.18|  0.000|7|0|38|7|2|4|0
11877|WISEA J113905.43+034302.3|174.77263 |   3.71731 |G| 29508| 0.098429 |SLS |18.4g|  0.000|13|0|53|5|3|8|0
11878|MCG -01-30-017|174.77300 |  -9.32989 |G|  5609| 0.018710 |SLS |16   |  0.000|19|2|27|8|4|5|0
11879|WISEA J113905.52+093706.6|174.77304 |   9.61853 |G|  6035| 0.020131 |SLS |17.1g|  0.000|16|0|51|6|4|8|0
11880|WISEA J113905.81+072257.5|174.77424 |   7.38266 |G| 25598| 0.085386 |SLS |17.5g|  0.000|17|0|62|6|4|10|0
11881|WISEA J113905.84-041044.6|174.77435 |  -4.17907 |G| 16728| 0.055800 |SUN |17.06|  0.000|7|0|37|10|4|2|0
11882|NGC 3771|174.77505 |  -9.34816 |G|  5904| 0.019694 |SUN |14.5 |  0.000|26|2|28|9|6|6|0
11883|WISEA J113906.14+024442.6|174.77561 |   2.74519 |G| 28064| 0.093610 |SLS |17.4g|  0.000|18|0|59|9|7|6|0
11884|LCRS B113632.9-031845|174.77639 |  -3.58933 |G| 18315| 0.061093 |SLS |16.3g|  0.000|22|0|72|11|6|10|0
11885|SDSS J113906.36-012542.7|174.77654 |  -1.42854 |!*|   330| 0.001100 |SLS |23.2g|  0.000|1|0|15|1|1|4|0
11886|WISEA J113906.88+060829.1|174.77870 |   6.14143 |G| 29050| 0.096900 |SLS |17.9g|  0.000|16|0|62|6|4|10|0
11887|WISEA J113907.02-042058.3|174.77925 |  -4.34954 |G| 16339| 0.054500 |SUN |18.86|  0.000|2|0|18|5|2|0|1
11888|WISEA J113907.46-001302.9|174.78098 |  -0.21755 |G| 21487| 0.071674 |SLS |20.13|  0.000|1|0|15|5|1|0|0
11889|WISEA J113907.44-005817.4|174.78111 |  -0.97149 |G| 23103| 0.077064 |SLS |19.3g|  0.000|3|0|33|5|1|4|0
11890|WISEA J113907.67+064119.8|174.78198 |   6.68884 |G| 21781| 0.072654 |SLS |17.0g|  0.000|19|0|66|7|5|10|0
11891|SDSS J113908.22+015948.9|174.78426 |   1.99692 |G| 25962| 0.086600 |SUN |19.8g|  0.000|3|0|22|5|1|4|0
11892|WISEA J113908.67-014718.7|174.78617 |  -1.78868 |G| 14120| 0.047100 |SUN |19.65|  0.000|4|0|30|5|1|4|0
11893|WISEA J113909.86-092452.5|174.79111 |  -9.41460 |G| 13579| 0.045294 |PUN |     |  0.000|1|0|27|4|1|2|0
11894|WISEA J113909.99-085247.2|174.79164 |  -8.87979 |G| 23171| 0.077290 |PUN |     |  0.000|1|0|27|4|1|2|0
11895|WISEA J113910.32-043113.5|174.79303 |  -4.52042 |G| 21315| 0.071100 |SUN |18.26|  0.000|3|0|32|7|3|2|0
11896|WISEA J113910.46-073336.7|174.79360 |  -7.56021 |G| 25466| 0.084947 |PUN |18.26|  0.000|1|0|28|5|1|2|0
11897|WISEA J113910.54-052013.2|174.79395 |  -5.33702 |G| 14419| 0.048096 |SUN |15.95|  0.000|8|0|33|9|6|2|0
11898|LCRS B113637.4-051658|174.79440 |  -5.55970 |G| 24779| 0.082655 |SUN |17.40|  0.000|1|0|24|6|2|0|0
11899|WISEA J113910.80-023115.0|174.79503 |  -2.52086 |G| 14309| 0.047731 |SLS |18.0g|  0.000|9|0|52|7|3|8|0
11900|LCRS B113637.7-033450|174.79623 |  -3.85740 |G| 14720| 0.049100 |SUN |18.02|  0.000|1|0|16|5|1|0|0
11901|WISEA J113911.22+034250.0|174.79679 |   3.71392 |G| 28618| 0.095458 |SLS |18.4g|  0.000|11|0|53|5|3|8|0
11902|SDSS J113911.52+023850.1|174.79802 |   2.64727 |G| 22278| 0.074312 |SLS |18.3g|  0.000|10|0|20|3|4|4|0
11903|WISEA J113911.55+093807.8|174.79816 |   9.63553 |G|  5984| 0.019960 |SLS |16.7g|  0.000|23|0|53|9|8|8|0
11904|WISEA J113911.83-005729.5|174.79931 |  -0.95822 |G| 13886| 0.046319 |SLS |16.9g|  0.000|21|0|55|11|8|8|0
11905|WISEA J113912.11-041844.3|174.80048 |  -4.31233 |G| 27472| 0.091637 |SUN |18.63|  0.000|2|0|28|5|2|2|0
11906|WISEA J113912.21+041631.0|174.80088 |   4.27530 |G| 22435| 0.074835 |SLS |17.7g|  0.000|13|0|57|6|3|8|0
11907|WISEA J113912.25+060459.7|174.80106 |   6.08326 |G| 28999| 0.096730 |SLS |17.7g|  0.000|17|0|66|7|4|10|0
11908|WISEA J113912.25+084535.4|174.80106 |   8.75983 |G| 26158| 0.087254 |SLS |18.4g|  0.000|13|0|51|5|3|8|0
11909|SDSS J113912.28+010928.3|174.80119 |   1.15789 |G|  5456| 0.018200 |SUN |18.6g|  0.000|10|0|24|7|4|4|1
11910|2MASX J11391346+0229139|174.80618 |   2.48727 |G|  7528| 0.025112 |SLS |16.5g|  0.000|19|0|57|10|8|10|0
11911|WISEA J113913.51-023031.3|174.80634 |  -2.50859 |G| 22602| 0.075392 |SUN |18.7g|  0.000|1|0|32|5|2|4|0
11912|WISEA J113913.86+011400.5|174.80777 |   1.23349 |G| 27226| 0.090815 |SLS |18.5g|  0.000|20|0|62|10|5|8|0
11913|WISEA J113914.26+013306.0|174.80945 |   1.55168 |G| 23193| 0.077362 |SLS |17.7g|  0.000|22|0|56|8|6|8|0
11914|WISEA J113914.49-085512.1|174.81040 |  -8.92003 |G| 22174| 0.073965 |PUN |     |  0.000|2|0|27|4|1|2|0
11915|WISEA J113915.08-000047.1|174.81257 |  -0.01306 |G| 29829| 0.099498 |SLS |19.7g|  0.000|2|0|32|5|1|4|0
11916|WISEA J113915.37-050213.4|174.81408 |  -5.03707 |G| 19810| 0.066078 |PUN |18.62|  0.000|1|0|28|5|1|2|0
11917|GALEXASC J113915.51-025433.7  |174.81429 |  -2.90958 |G| 22185| 0.074000 |SUN |18.78|  0.000|1|0|5|3|1|0|3
11918|SDSS J113915.48+063841.9|174.81452 |   6.64498 |G| 22335| 0.074500 |SUN |20.0g|  0.000|1|0|19|3|1|4|0
11919|WISEA J113915.83-000049.0|174.81598 |  -0.01361 |G| 29799| 0.099400 |SUN |19.0g|  0.000|5|0|36|6|1|4|0
11920|LCRS B113642.7-031501|174.81748 |  -3.52709 |G| 25273| 0.084300 |SUN |17.73|  0.000|1|0|30|8|1|0|0
11921|2MFGC 09135|174.81791 |  -8.81438 |G|  7977| 0.026608 |SLS |14.5R|  0.000|5|0|27|4|3|2|0
11922|WISEA J113916.34-050859.0|174.81809 |  -5.14973 |G| 14480| 0.048300 |SUN |19.59|  0.000|1|0|17|4|1|0|0
11923|WISEA J113916.50-040636.7|174.81877 |  -4.11022 |G| 16668| 0.055600 |SUN |18.93|  0.000|2|0|19|5|2|0|0
11924|WISEA J113916.58-041806.3|174.81912 |  -4.30177 |G| 27101| 0.090400 |SUN |18.40|  0.000|2|0|22|5|1|0|0
11925|2dFGRS N238Z081|174.81917 |  -3.43692 |!*|   362| 0.001207 |SUN |18.54|  0.000|0|0|1|2|2|0|4
11926|WISEA J113916.83-042032.9|174.82015 |  -4.34248 |G| 17118| 0.057100 |SUN |17.65|  0.000|4|0|31|8|4|2|0
11927|WISEA J113917.15+015421.7|174.82148 |   1.90604 |G| 26831| 0.089500 |SUN |18.9g|  0.000|3|0|34|6|1|4|0
11928|WISEA J113917.21+071831.5|174.82171 |   7.30877 |G| 25721| 0.085797 |SLS |17.8g|  0.000|13|0|42|6|3|4|0
11929|WISEA J113917.53-010444.1|174.82286 |  -1.07931 |G|  8123| 0.027095 |S1L |19.53|  0.000|7|0|34|7|3|4|0
11930|LCRS B113644.0-022858|174.82306 |  -2.75959 |G| 13565| 0.045249 |SLS |16.9g|  0.000|15|0|68|10|7|10|0
11931|WISEA J113917.60+065558.9|174.82333 |   6.93304 |G| 23742| 0.079196 |SLS |17.5g|  0.000|13|0|66|7|5|10|0
11932|UGC 06617|174.82343 |   9.96243 |G|  6228| 0.020774 |SUN |14.06|  0.000|33|2|48|12|7|8|0
11933|CGCG 068-017|174.82500 |   9.95750 |GPair|  6229| 0.020778 |SUN |14.5 |  0.000|6|0|1|2|1|0|2
11934|WISEA J113918.23-010805.3|174.82598 |  -1.13483 |G| 23129| 0.077151 |SLS |17.03|  0.000|17|0|50|11|4|6|0
11935|UGC 06617 NOTES01|174.82606 |   9.95247 |G|  6378| 0.021275 |SLS |16.7g|  0.000|20|0|65|8|5|10|0
11936|WISEA J113918.79+020522.6|174.82832 |   2.08964 |G|  7673| 0.025595 |SLS |16.4g|  0.000|21|0|68|14|8|10|0
11937|WISEA J113919.01-012018.4|174.82897 |  -1.33842 |G| 13932| 0.046473 |SLS |16.7g|  0.000|20|0|70|14|8|10|0
11938|WISEA J113919.01-090940.8|174.82923 |  -9.16135 |G| 29778| 0.099328 |PUN |     |  0.000|1|0|27|4|1|2|0
11939|WISEA J113919.47-051146.8|174.83117 |  -5.19634 |G| 15709| 0.052400 |SUN |19.52|  0.000|1|0|17|4|1|0|0
11940|LCRS B113646.2-031907|174.83193 |  -3.59528 |G| 14672| 0.048940 |SLS |17.1g|  0.000|15|0|72|10|5|10|0
11941|WISEA J113920.24+081940.9|174.83437 |   8.32803 |G| 22667| 0.075608 |SLS |17.4g|  0.000|16|0|66|6|3|10|0
11942|WISEA J113920.51-030944.4|174.83549 |  -3.16234 |G| 15529| 0.051800 |SUN |18.96|  0.000|1|0|21|5|1|0|0
11943|WISEA J113920.61+034043.6|174.83588 |   3.67880 |G| 29732| 0.099176 |SLS |17.2g|  0.000|18|0|62|7|7|10|0
11944|WISEA J113921.09+042227.6|174.83789 |   4.37436 |G| 22347| 0.074540 |SLS |17.3g|  0.000|19|0|63|6|5|10|0
11945|WISEA J113921.37+062456.3|174.83906 |   6.41565 |G| 27693| 0.092373 |SLS |17.7g|  0.000|14|0|57|6|3|8|0
11946|LCRS B113648.4-031542|174.84116 |  -3.53854 |G| 19281| 0.064313 |SLS |16.8g|  0.000|23|0|60|10|6|10|0
11947|WISEA J113921.96-041915.0|174.84153 |  -4.32084 |G| 16279| 0.054300 |SUN |16.81|  0.000|5|0|32|8|4|2|0
11948|WISEA J113922.06+013605.2|174.84194 |   1.60146 |G| 22484| 0.075000 |SUN |18.4g|  0.000|5|0|36|7|2|4|0
11949|WISEA J113922.45-012028.3|174.84355 |  -1.34122 |G|  9084| 0.030300 |UUN?|22.6r|  0.000|1|0|12|2|1|0|0
11950|WISEA J113922.61+012919.4|174.84424 |   1.48875 |G| 23114| 0.077100 |SUN |19.10|  0.000|4|0|21|6|1|0|0
11951|WISEA J113922.73+013119.5|174.84472 |   1.52210 |G| 22866| 0.076272 |SLS |17.7g|  0.000|22|0|59|8|5|8|0
11952|WISEA J113922.73+041956.5|174.84474 |   4.33237 |G| 21473| 0.071627 |SLS |18.4g|  0.000|13|0|51|5|3|8|0
11953|WISEA J113923.11-012302.5|174.84630 |  -1.38404 |G| 29444| 0.098216 |SUN |18.8g|  0.000|4|0|34|7|3|4|0
11954|WISEA J113923.75-092354.5|174.84900 |  -9.39848 |G| 15291| 0.051006 |PUN |     |  0.000|2|0|27|4|1|2|0
11955|WISEA J113923.76-051221.2|174.84904 |  -5.20591 |G| 16913| 0.056417 |SUN |19.06|  0.000|1|0|23|5|2|0|0
11956|WISEA J113924.23+062354.2|174.85097 |   6.39839 |G|  6403| 0.021358 |SLS |16.9g|  0.000|21|0|53|9|7|8|0
11957|SDSS J113924.32-012456.4|174.85134 |  -1.41568 |G|  8634| 0.028800 |UUN?|21.6r|  0.000|1|0|0|1|1|0|0
11958|WISEA J113924.59+050605.0|174.85246 |   5.10140 |G| 13652| 0.045539 |SLS |17.6g|  0.000|12|0|49|5|2|8|0
11959|WISEA J113924.62-035425.5|174.85259 |  -3.90709 |G| 16278| 0.054299 |SUN |17.78|  0.000|2|0|29|8|3|0|0
11960|WISEA J113924.66-085509.8|174.85275 |  -8.91940 |G| 22369| 0.074614 |PUN |     |  0.000|2|0|27|4|1|2|0
11961|WISEA J113925.11-015851.0|174.85486 |  -1.98091 |G|  8964| 0.029900 |SLS |22.9r|  0.000|1|0|12|2|1|0|0
11962|WISEA J113925.27-025449.4|174.85532 |  -2.91374 |G| 15905| 0.053054 |SUN |19.20|  0.000|2|0|17|4|2|0|0
11963|WISEA J113925.29-005849.1|174.85541 |  -0.98032 |G| 23093| 0.077029 |SLS |18.5g|  0.000|17|0|68|9|5|10|0
11964|WISEA J113925.45-043943.5|174.85607 |  -4.66209 |G| 26094| 0.087040 |SUN |19.34|  0.000|1|0|17|4|2|0|0
11965|WISEA J113925.65-065827.7|174.85689 |  -6.97438 |G| 15066| 0.050254 |PUN |17.31|  0.000|2|0|32|6|1|2|0
11966|WISEA J113925.68+011424.7|174.85704 |   1.24022 |G| 22934| 0.076500 |SUN |18.96|  0.000|4|0|21|6|1|0|0
11967|WISEA J113926.01-015337.6|174.85850 |  -1.89367 |G|  6565| 0.021900 |SUN |19.60|  0.000|4|0|32|5|1|4|0
11968|WISEA J113926.08-005513.3|174.85871 |  -0.92038 |G| 18679| 0.062307 |SLS |17.9g|  0.000|18|0|55|11|8|8|0
11969|WISEA J113926.20+061025.6|174.85918 |   6.17379 |G| 28582| 0.095340 |SLS |18.1g|  0.000|14|0|57|7|4|8|0
11970|WISEA J113926.32+084222.1|174.85968 |   8.70615 |G|  5458| 0.018206 |SLS |17.2g|  0.000|21|0|38|8|7|4|0
11971|LCRS B113653.3-061408|174.85993 |  -6.51261 |G| 25020| 0.083458 |SUN |16.99|  0.000|3|0|24|6|2|0|0
11972|WISEA J113926.56+004152.2|174.86070 |   0.69784 |G| 23080| 0.076985 |SLS |17.2g|  0.000|20|0|72|12|9|10|0
11973|WISEA J113926.59-032933.5|174.86080 |  -3.49265 |G| 17944| 0.059855 |SUN |19.20|  0.000|1|0|30|5|2|4|0
11974|WISEA J113926.75+041821.0|174.86149 |   4.30586 |G| 21907| 0.073075 |SLS |18.3g|  0.000|13|0|54|5|2|8|0
11975|CGCG 040-021|174.86180 |   3.47111 |G|  5720| 0.019080 |SLS |14.8g|  0.000|41|0|81|18|13|14|1
11976|WISEA J113927.49+081449.8|174.86456 |   8.24717 |G| 25192| 0.084030 |SLS |18.4g|  0.000|11|0|57|6|2|8|0
11977|WISEA J113927.65-051402.2|174.86523 |  -5.23396 |G| 16698| 0.055700 |SUN |16.57|  0.000|2|0|31|6|2|2|0
11978|WISEA J113927.88+051910.9|174.86618 |   5.31970 |G| 29818| 0.099462 |SLS |18.7g|  0.000|11|0|53|5|2|8|0
11979|LCRS B113654.7-053610|174.86623 |  -5.87987 |G| 27971| 0.093300 |SUN |17.12|  0.000|2|0|33|7|2|2|0
11980|CGCG 012-048|174.86709 |  -2.69463 |G| 12825| 0.042779 |SLS |15.9g|  0.000|34|0|69|16|14|10|0
11981|WISEA J113928.59-040259.5|174.86913 |  -4.04987 |G| 16249| 0.054200 |SUN |19.11|  0.000|2|0|21|6|2|0|0
11982|WISEA J113928.68-011133.2|174.86948 |  -1.19262 |G| 23207| 0.077411 |SLS |19.32|  0.000|4|0|32|6|3|4|0
11983|WISEA J113929.06-085708.5|174.87109 |  -8.95238 |G| 25526| 0.085147 |PUN |     |  0.000|1|0|29|5|1|2|0
11984|WISEA J113929.08-005338.3|174.87121 |  -0.89397 |G| 13945| 0.046515 |SLS |18.6g|  0.000|4|0|39|7|2|4|0
11985|LCSB S1593O|174.87211 |  -3.82839 |G| 17392| 0.058013 |SLS |15.61|  0.000|5|0|37|8|3|2|0
11986|WISEA J113929.34-010823.7|174.87227 |  -1.13992 |G| 23398| 0.078048 |SUN |17.7g|  0.000|5|0|40|7|2|4|0
11987|WISEA J113929.43+074601.5|174.87265 |   7.76710 |G| 25015| 0.083442 |SLS |18.5g|  0.000|13|0|38|5|2|4|1
11988|WISEA J113929.61+073912.5|174.87338 |   7.65348 |G|  6313| 0.021057 |SLS |17.4g|  0.000|18|0|42|7|4|4|0
11989|WISEA J113929.67+000659.6|174.87366 |   0.11657 |G|  5885| 0.019631 |SLS |16.6g|  0.000|26|0|75|17|11|8|0
11990|WISEA J113929.74+070709.6|174.87396 |   7.11935 |G|  6483| 0.021624 |SLS |16.8g|  0.000|18|0|66|7|4|10|0
11991|LCRS B113656.3-033245|174.87401 |  -3.82253 |G| 17238| 0.057500 |SUN |16.36|  0.000|2|0|27|8|1|2|0
11992|SDSS J113930.07+020017.9|174.87529 |   2.00499 |G|  8784| 0.029300 |SUN |18.5g|  0.000|1|0|22|5|1|4|0
11993|2MASX J11393035+0339451|174.87646 |   3.66250 |G|  7929| 0.026448 |SLS |16.9g|  0.000|16|0|39|6|5|6|0
11994|LCRS B113657.7-061332|174.87840 |  -6.50256 |G|  7960| 0.026552 |PUN |15.74|  0.000|2|0|32|6|1|2|0
11995|WISEA J113931.15-011239.0|174.87980 |  -1.21084 |G| 23324| 0.077800 |SUN |19.31|  0.000|4|0|37|6|1|4|0
11996|CGCG 040-022|174.87985 |   7.76320 |G|  6477| 0.021606 |SLS |15.0g|  0.000|42|0|74|19|15|11|1
11997|WISEA J113931.47-091349.9|174.88117 |  -9.23054 |G|  5869| 0.019577 |SLS |16.49|  0.000|7|0|27|5|4|2|0
11998|WISEA J113931.60-000935.4|174.88167 |  -0.15986 |G|  8517| 0.028408 |SLS |18.1g|  0.000|20|0|58|12|10|8|0
11999|WISEA J113931.86-003927.9|174.88282 |  -0.65783 |G| 23170| 0.077288 |SLS |19.0g|  0.000|3|0|34|7|2|4|0
12000|WISEA J113931.84-002842.3|174.88291 |  -0.47850 |G| 18133| 0.060484 |SLS |18.9r|  0.000|3|0|21|7|2|0|0
12001|SDSS J113932.00+035053.6|174.88335 |   3.84823 |G| 28723| 0.095810 |IFO |18.0g|  0.000|3|0|19|2|1|4|0
12002|WISEA J113932.02-084703.5|174.88345 |  -8.78431 |G| 16658| 0.055565 |SLS |15.8R|  0.000|3|0|29|5|3|2|0
12003|2MASX J11393209-0106042|174.88363 |  -1.10122 |G| 23758| 0.079249 |SLS |16.9g|  0.000|30|0|59|11|9|10|0
12004|WISEA J113932.27+061124.4|174.88448 |   6.19011 |G| 29256| 0.097586 |SLS |18.0g|  0.000|12|0|51|5|3|8|0
12005|WISEA J113932.39-045056.0|174.88496 |  -4.84890 |G| 25902| 0.086400 |SUN |19.57|  0.000|1|0|18|4|1|0|0
12006|WISEA J113932.41+090423.7|174.88506 |   9.07326 |G|  9560| 0.031890 |SLS |17.7g|  0.000|13|0|56|6|3|8|0
12007|WISEA J113932.99+035046.9|174.88747 |   3.84638 |G| 29373| 0.097979 |SLS |17.8g|  0.000|18|0|62|5|2|10|0
12008|WISEA J113933.11-063014.5|174.88797 |  -6.50403 |G| 25057| 0.083581 |SUN |19.56|  0.000|0|0|17|4|2|0|0
12009|WISEA J113933.22-045158.5|174.88844 |  -4.86626 |G| 26202| 0.087400 |SUN |18.62|  0.000|1|0|23|5|1|0|0
12010|WISEA J113933.31-012228.4|174.88880 |  -1.37458 |G| 23456| 0.078240 |SLS |19.7g|  0.000|2|0|34|5|1|4|0
12011|WISEA J113933.56-070538.1|174.88987 |  -7.09392 |G| 22968| 0.076614 |PUN |17.58|  0.000|2|0|32|6|1|2|0
12012|WISEA J113933.78+042101.7|174.89076 |   4.35050 |G| 22819| 0.076116 |SLS |18.21|  0.000|10|0|44|7|4|6|0
12013|WISEA J113933.82+042242.7|174.89095 |   4.37855 |G| 22090| 0.073684 |SLS |18.0g|  0.000|15|0|63|5|3|10|0
12014|WISEA J113934.19+032754.1|174.89247 |   3.46505 |G| 25919| 0.086456 |SLS |17.6g|  0.000|14|0|57|6|4|8|1
12015|WISEA J113934.71+065953.1|174.89466 |   6.99810 |G| 25996| 0.086714 |SLS |17.6g|  0.000|17|0|47|6|5|6|0
12016|WISEA J113935.21-043111.2|174.89671 |  -4.51978 |G| 19636| 0.065500 |SUN |17.61|  0.000|2|0|32|6|1|2|0
12017|LCRS B113701.8-030955|174.89674 |  -3.44196 |G| 18202| 0.060716 |SLS |16.7g|  0.000|25|0|52|8|8|10|0
12018|SDSS J113935.28-032628.1|174.89701 |  -3.44115 |G| 17958| 0.059900 |IFO |18.5g|  0.000|3|0|15|1|1|4|0
12019|WISEA J113935.36+042105.7|174.89733 |   4.35160 |G| 22713| 0.075763 |SLS |18.2g|  0.000|14|0|54|5|2|8|0
12020|CGCG 012-049|174.89812 |   2.04785 |G|  7669| 0.025580 |SLS |16.1g|  0.000|26|0|57|13|9|8|0
12021|WISEA J113935.66+011054.9|174.89862 |   1.18192 |G| 22544| 0.075200 |SUN |18.8g|  0.000|3|0|42|7|1|4|0
12022|WISEA J113935.88-005927.6|174.89952 |  -0.99101 |G| 23129| 0.077151 |SLS |17.6g|  0.000|23|0|64|9|9|10|0
12023|VV 758 NED02|174.90111 |  -9.62994 |G| 15398| 0.051362 |SLS |16.27|  0.000|6|0|18|3|1|1|0
12024|WISEA J113936.31-041706.2|174.90132 |  -4.28507 |G| 26247| 0.087551 |PUN |18.27|  0.000|2|0|32|6|1|2|0
12025|WISEA J113936.47-041737.2|174.90199 |  -4.29369 |G| 18151| 0.060546 |PUN |17.07|  0.000|2|0|32|6|1|2|0
12026|WISEA J113936.56+042420.2|174.90235 |   4.40561 |G| 22536| 0.075172 |SLS |18.3g|  0.000|14|0|54|5|2|8|0
12027|WISEA J113936.68-094302.3|174.90285 |  -9.71733 |G| 21941| 0.073187 |PUN |     |  0.000|2|0|27|4|1|2|0
12028|WISEA J113936.79-014455.8|174.90330 |  -1.74886 |G| 19133| 0.063820 |SLS |17.5g|  0.000|15|0|61|8|4|8|0
12029|WISEA J113937.02-011533.4|174.90428 |  -1.25930 |G| 23110| 0.077085 |SLS |18.0g|  0.000|13|0|55|9|5|8|0
12030|WISEA J113937.07-010245.1|174.90448 |  -1.04588 |G| 22797| 0.076043 |SLS |17.7g|  0.000|22|0|64|8|6|10|0
12031|WISEA J113937.08-003333.9|174.90454 |  -0.55944 |G| 23467| 0.078278 |SLS |18.6g|  0.000|3|0|32|6|2|4|0
12032|WISEA J113937.15-010513.9|174.90482 |  -1.08721 |G| 23484| 0.078335 |SUN |18.84|  0.000|6|0|38|6|2|4|0
12033|WISEA J113937.18-070049.8|174.90493 |  -7.01384 |G| 19011| 0.063413 |PUN |17.65|  0.000|2|0|33|6|1|2|0
12034|WISEA J113937.22-042123.2|174.90512 |  -4.35647 |G| 16489| 0.055000 |SUN |18.17|  0.000|3|0|22|6|2|0|0
